Year of Birth,Gender,Rank
2013,MALE,62
2013,FEMALE,59
2013,MALE,87
2014,MALE,62
2013,MALE,100
2014,MALE,100
2013,FEMALE,57
2014,MALE,102
2012,FEMALE,55
2014,MALE,88
2014,MALE,102
2013,FEMALE,79
2012,MALE,38
2012,FEMALE,34
2013,FEMALE,77
2012,MALE,46
2012,MALE,52
2013,MALE,96
2013,FEMALE,81
2012,MALE,59
2014,MALE,95
2012,FEMALE,29
2013,MALE,48
2012,FEMALE,73
2012,MALE,93
2013,MALE,22
2012,FEMALE,1
2014,FEMALE,22
2012,FEMALE,74
2012,FEMALE,43
2013,FEMALE,80
2013,FEMALE,78
2014,MALE,97
2013,FEMALE,57
2014,FEMALE,85
2012,MALE,58
2013,FEMALE,42
2013,FEMALE,82
2013,MALE,89
2013,FEMALE,10
2013,FEMALE,40
2012,MALE,45
2012,MALE,90
2012,MALE,84
2013,MALE,50
2014,MALE,36
2013,FEMALE,82
2013,MALE,81
2013,MALE,59
2013,FEMALE,39
2014,FEMALE,45
2012,MALE,68
2013,FEMALE,17
2014,FEMALE,37
2013,FEMALE,55
2012,MALE,44
2013,FEMALE,27
2013,MALE,49
2013,FEMALE,80
2012,MALE,47
2013,FEMALE,78
2014,FEMALE,53
2012,FEMALE,67
2012,FEMALE,62
2013,FEMALE,42
2012,MALE,44
2013,FEMALE,80
2013,FEMALE,62
2013,FEMALE,72
2013,FEMALE,76
2012,MALE,47
2013,MALE,57
2012,FEMALE,70
2014,MALE,43
2014,FEMALE,43
2014,FEMALE,69
2013,MALE,40
2013,FEMALE,60
2013,FEMALE,67
2013,MALE,43
2013,FEMALE,11
2012,MALE,84
2013,FEMALE,58
2012,FEMALE,11
2012,FEMALE,81
2014,FEMALE,79
2012,MALE,98
2013,FEMALE,66
2013,FEMALE,19
2013,FEMALE,73
2013,MALE,98
2013,FEMALE,77
2012,FEMALE,83
2012,MALE,30
2013,FEMALE,81
2013,FEMALE,80
2012,FEMALE,65
2013,FEMALE,66
2014,MALE,91
2013,MALE,56
2013,FEMALE,74
2013,FEMALE,78
2013,FEMALE,78
2013,FEMALE,52
2014,MALE,64
2013,MALE,56
2013,FEMALE,72
2014,MALE,102
2013,FEMALE,81
2014,FEMALE,20
2012,FEMALE,64
2013,FEMALE,81
2014,FEMALE,82
2013,FEMALE,82
2013,FEMALE,60
2013,FEMALE,80
2013,FEMALE,52
2013,FEMALE,82
2012,MALE,76
2013,MALE,94
2012,MALE,58
2012,FEMALE,69
2013,FEMALE,61
2014,FEMALE,9
2013,FEMALE,44
2014,MALE,40
2014,FEMALE,85
2013,FEMALE,70
2013,FEMALE,82
2013,FEMALE,10
2012,FEMALE,70
2013,MALE,54
2013,MALE,50
2013,FEMALE,81
2013,FEMALE,60
2012,MALE,28
2013,FEMALE,81
2013,FEMALE,12
2013,MALE,55
2013,FEMALE,56
2013,FEMALE,65
2013,MALE,87
2013,FEMALE,82
2013,FEMALE,8
2014,FEMALE,85
2014,FEMALE,50
2012,MALE,89
2012,FEMALE,72
2013,FEMALE,82
2013,FEMALE,23
2014,MALE,60
2013,MALE,74
2013,FEMALE,82
2013,FEMALE,59
2014,FEMALE,39
2012,FEMALE,83
2012,FEMALE,41
2013,FEMALE,62
2012,MALE,13
2013,MALE,93
2013,FEMALE,76
2013,FEMALE,82
2013,FEMALE,76
2013,FEMALE,70
2013,MALE,89
2013,FEMALE,79
2013,FEMALE,82
2013,FEMALE,55
2012,FEMALE,42
2014,FEMALE,83
2013,FEMALE,70
2014,MALE,11
2013,FEMALE,60
2012,FEMALE,32
2013,FEMALE,75
2013,FEMALE,69
2012,MALE,40
2013,FEMALE,71
2012,MALE,35
2012,MALE,94
2014,MALE,27
2012,FEMALE,31
2013,FEMALE,42
2014,FEMALE,41
2013,FEMALE,73
2014,MALE,24
2013,FEMALE,56
2012,MALE,82
2013,FEMALE,80
2014,FEMALE,33
2014,FEMALE,73
2013,FEMALE,77
2014,MALE,52
2013,FEMALE,28
2012,MALE,58
2014,FEMALE,29
2013,FEMALE,80
2012,MALE,94
2012,MALE,79
2013,FEMALE,39
2013,FEMALE,47
2012,MALE,57
2013,FEMALE,63
2013,FEMALE,38
2013,FEMALE,79
2014,MALE,90
2013,FEMALE,75
2013,MALE,54
2013,FEMALE,60
2013,FEMALE,39
2012,FEMALE,38
2013,FEMALE,24
2013,FEMALE,56
2012,FEMALE,79
2012,FEMALE,7
2013,FEMALE,15
2012,MALE,15
2013,FEMALE,72
2013,MALE,53
2013,FEMALE,64
2012,FEMALE,62
2014,FEMALE,39
2013,FEMALE,29
2013,FEMALE,39
2013,FEMALE,81
2012,FEMALE,17
2013,FEMALE,77
2013,FEMALE,55
2013,FEMALE,18
2012,MALE,97
2013,FEMALE,2
2013,MALE,91
2012,FEMALE,79
2012,FEMALE,42
2012,FEMALE,76
2013,FEMALE,81
2013,FEMALE,82
2014,MALE,18
2013,FEMALE,3
2013,FEMALE,63
2013,FEMALE,72
2013,MALE,85
2013,FEMALE,38
2014,FEMALE,15
2013,FEMALE,72
2012,FEMALE,17
2012,FEMALE,79
2013,FEMALE,39
2014,MALE,58
2012,MALE,90
2013,MALE,95
2013,MALE,42
2013,FEMALE,82
2013,FEMALE,66
2012,MALE,86
2012,MALE,27
2012,MALE,4
2012,FEMALE,81
2013,FEMALE,32
2014,FEMALE,49
2013,FEMALE,81
2013,FEMALE,82
2013,FEMALE,66
2013,FEMALE,43
2013,FEMALE,79
2012,FEMALE,42
2013,FEMALE,60
2013,FEMALE,80
2013,FEMALE,65
2013,FEMALE,80
2013,FEMALE,82
2013,FEMALE,79
2014,FEMALE,81
2013,FEMALE,75
2013,FEMALE,75
2013,FEMALE,30
2012,FEMALE,79
2013,FEMALE,74
2012,FEMALE,6
2013,FEMALE,74
2014,FEMALE,39
2012,MALE,93
2013,FEMALE,78
2012,MALE,55
2012,MALE,50
2013,FEMALE,69
2013,FEMALE,71
2013,FEMALE,38
2013,MALE,47
2013,FEMALE,81
2013,FEMALE,79
2013,FEMALE,29
2014,FEMALE,37
2013,FEMALE,81
2014,MALE,101
2012,MALE,47
2013,FEMALE,57
2012,FEMALE,26
2012,MALE,95
2013,FEMALE,80
2013,FEMALE,60
2013,FEMALE,33
2014,MALE,86
2014,MALE,27
2013,FEMALE,79
2013,FEMALE,78
2013,MALE,92
2013,MALE,99
2012,FEMALE,36
2013,FEMALE,30
2012,MALE,54
2012,FEMALE,19
2012,FEMALE,79
2012,MALE,9
2013,MALE,3
2013,FEMALE,69
2014,FEMALE,40
2013,MALE,45
2012,FEMALE,26
2013,MALE,87
2012,FEMALE,45
2013,FEMALE,73
2014,MALE,6
2013,FEMALE,71
2013,MALE,53
2013,FEMALE,19
2014,FEMALE,13
2013,MALE,89
2013,FEMALE,45
2013,FEMALE,72
2013,FEMALE,79
2013,FEMALE,62
2012,FEMALE,45
2014,MALE,98
2013,FEMALE,78
2013,FEMALE,74
2013,FEMALE,66
2012,MALE,61
2013,MALE,91
2014,MALE,40
2013,FEMALE,82
2014,FEMALE,38
2013,FEMALE,52
2013,FEMALE,77
2013,FEMALE,79
2013,MALE,59
2013,FEMALE,80
2012,FEMALE,75
2013,FEMALE,76
2013,MALE,87
2014,MALE,97
2014,MALE,9
2014,FEMALE,85
2014,MALE,84
2012,FEMALE,31
2012,MALE,96
2012,MALE,76
2013,FEMALE,32
2012,MALE,82
2012,FEMALE,67
2014,FEMALE,41
2014,FEMALE,82
2013,FEMALE,65
2013,FEMALE,11
2013,FEMALE,71
2013,FEMALE,64
2014,FEMALE,63
2013,MALE,39
2013,FEMALE,76
2013,FEMALE,76
2013,MALE,18
2013,FEMALE,74
2013,MALE,80
2014,MALE,99
2013,FEMALE,76
2012,FEMALE,76
2013,FEMALE,39
2014,MALE,43
2012,MALE,26
2012,FEMALE,43
2012,MALE,39
2013,FEMALE,65
2014,FEMALE,38
2012,FEMALE,47
2013,FEMALE,75
2013,MALE,74
2012,FEMALE,44
2013,FEMALE,82
2012,MALE,71
2012,MALE,46
2014,MALE,29
2013,FEMALE,79
2013,FEMALE,72
2013,FEMALE,75
2014,FEMALE,66
2014,FEMALE,72
2012,MALE,86
2012,MALE,86
2013,MALE,37
2013,MALE,50
2014,MALE,85
2014,MALE,94
2013,FEMALE,82
2012,FEMALE,83
2013,FEMALE,82
2013,FEMALE,57
2013,FEMALE,65
2013,FEMALE,20
2013,FEMALE,75
2013,FEMALE,77
2013,MALE,44
2012,MALE,57
2013,MALE,80
2013,FEMALE,25
2014,FEMALE,79
2013,FEMALE,65
2012,FEMALE,42
2014,MALE,95
2012,FEMALE,73
2013,FEMALE,71
2014,FEMALE,51
2013,FEMALE,41
2014,MALE,60
2013,MALE,56
2012,MALE,85
2013,FEMALE,81
2014,MALE,46
2012,MALE,89
2012,FEMALE,46
2013,FEMALE,25
2012,MALE,32
2013,FEMALE,58
2013,FEMALE,60
2013,FEMALE,61
2013,FEMALE,73
2013,FEMALE,43
2013,FEMALE,80
2014,FEMALE,70
2012,MALE,68
2013,MALE,93
2013,FEMALE,79
2014,MALE,101
2014,FEMALE,74
2012,MALE,45
2014,MALE,100
2014,FEMALE,56
2012,FEMALE,78
2013,FEMALE,58
2012,FEMALE,55
2013,MALE,95
2012,FEMALE,37
2014,MALE,54
2013,FEMALE,46
2013,MALE,92
2012,MALE,79
2014,FEMALE,37
2012,FEMALE,78
2013,MALE,95
2014,MALE,95
2014,FEMALE,14
2012,MALE,55
2013,FEMALE,34
2012,MALE,94
2014,FEMALE,60
2012,FEMALE,7
2012,FEMALE,73
2013,MALE,100
2014,MALE,89
2012,MALE,95
2013,FEMALE,74
2013,FEMALE,78
2012,MALE,54
2014,FEMALE,22
2013,FEMALE,75
2014,FEMALE,33
2012,MALE,55
2012,FEMALE,78
2014,FEMALE,83
2012,FEMALE,77
2013,FEMALE,38
2014,MALE,98
2013,MALE,94
2014,MALE,33
2012,FEMALE,75
2012,FEMALE,79
2013,FEMALE,82
2013,FEMALE,48
2012,MALE,51
2014,FEMALE,84
2013,FEMALE,57
2013,FEMALE,14
2013,FEMALE,80
2012,MALE,25
2013,FEMALE,70
2013,FEMALE,21
2014,MALE,19
2013,MALE,95
2014,MALE,55
2014,FEMALE,83
2013,FEMALE,80
2013,FEMALE,28
2013,FEMALE,76
2012,MALE,60
2012,MALE,43
2014,FEMALE,50
2013,FEMALE,74
2013,MALE,62
2012,MALE,42
2013,MALE,100
2012,FEMALE,43
2013,FEMALE,82
2014,FEMALE,31
2014,FEMALE,46
2014,MALE,56
2013,FEMALE,79
2013,FEMALE,70
2013,FEMALE,81
2013,FEMALE,82
2013,FEMALE,52
2012,FEMALE,45
2013,FEMALE,69
2013,FEMALE,6
2012,MALE,57
2012,MALE,61
2012,MALE,60
2014,FEMALE,64
2014,FEMALE,22
2014,MALE,100
2014,FEMALE,12
2014,MALE,21
2013,FEMALE,57
2013,FEMALE,68
2012,MALE,73
2013,FEMALE,80
2014,MALE,35
2012,FEMALE,27
2014,MALE,90
2014,FEMALE,25
2012,MALE,21
2012,MALE,75
2013,FEMALE,81
2013,FEMALE,81
2012,MALE,48
2012,FEMALE,68
2013,FEMALE,64
2013,FEMALE,74
2013,FEMALE,79
2013,FEMALE,64
2012,MALE,81
2013,FEMALE,72
2013,FEMALE,58
2013,FEMALE,65
2013,FEMALE,71
2014,FEMALE,38
2013,MALE,95
2013,FEMALE,47
2014,FEMALE,86
2013,MALE,35
2014,FEMALE,30
2013,FEMALE,80
2013,FEMALE,27
2014,MALE,91
2013,FEMALE,79
2012,MALE,90
2014,FEMALE,73
2013,FEMALE,73
2013,FEMALE,78
2013,FEMALE,72
2013,MALE,60
2013,FEMALE,78
2014,MALE,54
2014,FEMALE,6
2014,MALE,49
2013,FEMALE,39
2014,MALE,33
2014,FEMALE,71
2013,FEMALE,82
2013,FEMALE,43
2013,FEMALE,79
2012,FEMALE,77
2013,MALE,52
2014,FEMALE,9
2013,MALE,76
2013,FEMALE,73
2013,FEMALE,81
2012,MALE,32
2012,FEMALE,64
2013,MALE,52
2013,FEMALE,78
2013,FEMALE,43
2013,FEMALE,69
2013,FEMALE,76
2014,FEMALE,44
2013,FEMALE,29
2013,MALE,95
2013,FEMALE,82
2012,FEMALE,79
2012,FEMALE,77
2013,MALE,83
2012,MALE,73
2012,MALE,86
2013,FEMALE,74
2013,FEMALE,12
2012,FEMALE,77
2013,FEMALE,82
2012,FEMALE,51
2014,MALE,67
2013,FEMALE,25
2013,FEMALE,71
2013,FEMALE,52
2014,FEMALE,26
2013,MALE,32
2013,MALE,32
2014,FEMALE,28
2014,FEMALE,64
2013,FEMALE,39
2012,FEMALE,19
2012,MALE,51
2014,MALE,55
2012,MALE,13
2012,MALE,90
2012,MALE,16
2013,MALE,100
2013,FEMALE,72
2013,FEMALE,28
2014,MALE,92
2013,FEMALE,81
2012,FEMALE,36
2013,FEMALE,68
2013,FEMALE,69
2012,MALE,10
2012,MALE,10
2014,MALE,58
2014,FEMALE,77
2012,FEMALE,38
2012,FEMALE,9
2013,MALE,92
2012,FEMALE,49
2013,FEMALE,31
2013,FEMALE,33
2013,FEMALE,67
2012,MALE,55
2012,MALE,97
2013,MALE,50
2013,MALE,40
2013,FEMALE,47
2013,FEMALE,80
2012,FEMALE,48
2014,MALE,23
2013,FEMALE,76
2013,FEMALE,43
2013,FEMALE,61
2012,MALE,94
2013,FEMALE,70
2012,MALE,30
2012,FEMALE,69
2012,MALE,56
2014,FEMALE,86
2013,FEMALE,81
2013,FEMALE,82
2014,FEMALE,86
2012,MALE,56
2014,FEMALE,83
2013,FEMALE,74
2014,FEMALE,39
2013,FEMALE,73
2014,FEMALE,18
2014,MALE,98
2013,MALE,100
2013,FEMALE,46
2012,FEMALE,39
2013,FEMALE,74
2013,MALE,74
2014,FEMALE,49
2012,MALE,7
2014,MALE,97
2013,FEMALE,16
2013,FEMALE,78
2012,MALE,54
2014,MALE,94
2013,FEMALE,80
2013,MALE,82
2012,MALE,84
2012,MALE,49
2014,FEMALE,85
2012,MALE,59
2013,MALE,56
2014,FEMALE,68
2014,MALE,29
2013,FEMALE,77
2013,FEMALE,80
2013,FEMALE,13
2012,FEMALE,79
2013,FEMALE,52
2013,FEMALE,82
2013,FEMALE,62
2012,FEMALE,66
2012,FEMALE,33
2012,MALE,81
2013,FEMALE,78
2013,FEMALE,38
2013,FEMALE,73
2012,FEMALE,41
2013,FEMALE,79
2013,FEMALE,46
2012,MALE,53
2013,MALE,34
2012,MALE,30
2013,FEMALE,76
2013,FEMALE,68
2014,MALE,79
2014,MALE,82
2013,FEMALE,79
2013,FEMALE,72
2014,MALE,36
2013,FEMALE,76
2012,MALE,42
2013,MALE,93
2014,MALE,48
2014,FEMALE,11
2014,FEMALE,32
2013,FEMALE,74
2013,FEMALE,79
2013,FEMALE,15
2013,FEMALE,80
2012,FEMALE,75
2012,MALE,88
2014,MALE,77
2013,MALE,41
2014,MALE,58
2013,FEMALE,9
2012,MALE,60
2013,FEMALE,52
2012,MALE,36
2013,MALE,40
2013,FEMALE,29
2012,FEMALE,38
2012,MALE,55
2012,FEMALE,40
2013,FEMALE,76
2013,FEMALE,80
2013,FEMALE,80
2014,FEMALE,47
2013,FEMALE,52
2014,FEMALE,44
2014,FEMALE,32
2013,MALE,94
2013,FEMALE,64
2012,FEMALE,17
2012,FEMALE,54
2012,MALE,69
2012,MALE,35
2013,FEMALE,79
2012,FEMALE,46
2012,MALE,75
2013,FEMALE,52
2012,FEMALE,5
2013,FEMALE,63
2012,MALE,84
2013,FEMALE,48
2012,FEMALE,82
2013,FEMALE,51
2013,MALE,44
2014,MALE,99
2013,MALE,70
2013,FEMALE,71
2013,FEMALE,42
2013,FEMALE,77
2013,FEMALE,73
2014,FEMALE,39
2013,FEMALE,1
2014,MALE,38
2013,FEMALE,80
2013,FEMALE,75
2013,MALE,68
2013,FEMALE,61
2013,FEMALE,69
2013,MALE,96
2012,MALE,93
2012,MALE,79
2013,FEMALE,36
2013,FEMALE,79
2013,FEMALE,63
2014,FEMALE,73
2013,FEMALE,57
2014,MALE,18
2013,FEMALE,75
2013,MALE,95
2012,FEMALE,78
2012,MALE,91
2012,FEMALE,78
2013,FEMALE,75
2013,FEMALE,36
2013,FEMALE,68
2013,MALE,94
2013,FEMALE,75
2013,FEMALE,81
2012,MALE,100
2013,FEMALE,72
2012,MALE,66
2013,FEMALE,7
2014,FEMALE,68
2013,FEMALE,82
2013,FEMALE,77
2012,MALE,17
2013,FEMALE,33
2013,FEMALE,77
2013,FEMALE,49
2014,MALE,49
2013,FEMALE,74
2012,FEMALE,65
2013,FEMALE,82
2012,MALE,60
2014,FEMALE,22
2012,MALE,73
2012,FEMALE,68
2013,FEMALE,80
2013,FEMALE,29
2013,MALE,99
2013,FEMALE,52
2014,MALE,96
2012,FEMALE,30
2013,FEMALE,17
2014,FEMALE,27
2013,FEMALE,35
2013,FEMALE,54
2013,FEMALE,82
2014,MALE,91
2013,FEMALE,82
2013,MALE,86
2013,FEMALE,48
2013,FEMALE,53
2012,MALE,48
2013,MALE,79
2013,FEMALE,78
2013,MALE,64
2013,FEMALE,81
2013,FEMALE,68
2013,FEMALE,37
2014,MALE,91
2013,MALE,67
2012,MALE,20
2012,MALE,53
2014,MALE,99
2013,FEMALE,38
2012,FEMALE,33
2014,MALE,38
2014,MALE,73
2013,FEMALE,82
2013,FEMALE,78
2013,FEMALE,41
2013,FEMALE,14
2014,MALE,58
2012,MALE,58
2013,FEMALE,5
2012,FEMALE,64
2013,FEMALE,78
2013,FEMALE,74
2013,FEMALE,45
2013,FEMALE,80
2013,MALE,81
2013,FEMALE,39
2014,MALE,95
2013,FEMALE,68
2013,FEMALE,79
2013,FEMALE,37
2012,MALE,88
2013,MALE,95
2012,MALE,61
2013,FEMALE,75
2014,MALE,20
2012,MALE,61
2013,FEMALE,23
2013,FEMALE,72
2013,FEMALE,79
2012,FEMALE,39
2012,MALE,51
2013,FEMALE,79
2013,FEMALE,46
2014,MALE,90
2013,MALE,46
2013,FEMALE,80
2013,FEMALE,72
2013,FEMALE,73
2014,FEMALE,30
2014,FEMALE,43
2013,FEMALE,71
2013,MALE,52
2014,MALE,100
2013,FEMALE,68
2014,FEMALE,51
2014,MALE,75
2012,FEMALE,38
2014,MALE,50
2012,FEMALE,76
2013,FEMALE,16
2013,MALE,61
2013,MALE,70
2012,FEMALE,71
2013,FEMALE,4
2012,FEMALE,32
2014,MALE,57
2013,MALE,83
2013,FEMALE,32
2012,FEMALE,22
2012,MALE,93
2012,MALE,87
2013,FEMALE,34
2013,FEMALE,81
2013,MALE,31
2013,FEMALE,79
2013,MALE,49
2013,FEMALE,81
2013,MALE,93
2013,FEMALE,65
2014,MALE,97
2013,FEMALE,58
2014,MALE,90
2013,MALE,66
2012,FEMALE,75
2013,FEMALE,82
2013,FEMALE,37
2014,MALE,51
2013,FEMALE,52
2014,FEMALE,68
2013,FEMALE,82
2012,MALE,56
2013,FEMALE,31
2013,FEMALE,68
2013,FEMALE,80
2013,MALE,93
2012,MALE,94
2012,FEMALE,77
2013,FEMALE,43
2012,FEMALE,44
2013,FEMALE,82
2013,FEMALE,77
2013,FEMALE,82
2013,MALE,94
2014,FEMALE,85
2014,MALE,82
2014,FEMALE,86
2014,FEMALE,77
2012,FEMALE,44
2012,FEMALE,71
2012,MALE,3
2013,MALE,53
2014,FEMALE,33
2013,FEMALE,65
2012,MALE,81
2013,FEMALE,76
2013,MALE,23
2012,MALE,97
2014,FEMALE,69
2014,MALE,90
2013,FEMALE,58
2013,FEMALE,70
2013,FEMALE,77
2013,FEMALE,72
2012,FEMALE,79
2012,FEMALE,18
2013,MALE,71
2013,MALE,46
2014,MALE,100
2013,FEMALE,20
2013,FEMALE,37
2013,FEMALE,79
2012,FEMALE,78
2014,MALE,68
2012,FEMALE,31
2013,FEMALE,47
2012,FEMALE,55
2012,FEMALE,20
2013,MALE,96
2013,FEMALE,56
2013,FEMALE,74
2014,FEMALE,73
2012,MALE,61
2014,MALE,90
2013,FEMALE,77
2013,MALE,63
2013,MALE,62
2012,MALE,80
2013,FEMALE,78
2013,FEMALE,72
2013,MALE,75
2013,FEMALE,76
2013,FEMALE,73
2013,FEMALE,53
2012,MALE,35
2013,FEMALE,64
2013,FEMALE,81
2013,MALE,55
2012,MALE,10
2012,FEMALE,80
2014,FEMALE,73
2013,FEMALE,72
2013,FEMALE,26
2013,MALE,60
2013,FEMALE,68
2012,FEMALE,70
2013,MALE,50
2012,MALE,59
2012,MALE,100
2013,MALE,13
2013,MALE,54
2013,FEMALE,33
2013,MALE,47
2012,FEMALE,41
2013,MALE,91
2013,MALE,49
2014,FEMALE,38
2014,MALE,16
2013,MALE,32
2013,MALE,24
2013,MALE,54
2014,MALE,98
2014,MALE,100
2012,FEMALE,15
2012,MALE,69
2013,FEMALE,44
2013,FEMALE,57
2013,MALE,44
2013,FEMALE,61
2013,FEMALE,77
2012,MALE,94
2012,MALE,1
2014,MALE,92
2013,MALE,54
2014,FEMALE,61
2014,MALE,56
2014,MALE,16
2013,MALE,49
2014,MALE,33
2012,MALE,18
2013,MALE,56
2013,MALE,44
2013,MALE,42
2012,FEMALE,2
2013,MALE,5
2014,MALE,55
2013,MALE,43
2013,MALE,45
2013,MALE,24
2013,MALE,76
2013,MALE,16
2013,FEMALE,68
2012,FEMALE,64
2014,MALE,83
2013,MALE,45
2013,MALE,43
2013,MALE,30
2012,FEMALE,59
2013,FEMALE,46
2014,FEMALE,69
2013,MALE,25
2014,FEMALE,72
2013,MALE,32
2014,FEMALE,83
2014,MALE,16
2012,MALE,87
2014,FEMALE,81
2012,FEMALE,72
2013,MALE,45
2012,MALE,96
2013,MALE,70
2012,MALE,84
2013,MALE,99
2013,MALE,32
2013,MALE,47
2012,FEMALE,36
2013,MALE,80
2013,MALE,43
2013,MALE,57
2012,MALE,99
2014,MALE,53
2012,FEMALE,79
2014,FEMALE,71
2013,FEMALE,79
2012,FEMALE,70
2013,MALE,19
2013,FEMALE,81
2012,MALE,32
2013,FEMALE,67
2013,MALE,56
2012,FEMALE,20
2013,MALE,24
2013,MALE,42
2012,MALE,85
2013,MALE,51
2012,MALE,86
2013,MALE,37
2014,MALE,100
2014,FEMALE,49
2013,MALE,62
2012,MALE,81
2013,MALE,55
2013,MALE,11
2013,MALE,57
2013,MALE,91
2014,FEMALE,44
2014,FEMALE,30
2013,MALE,33
2013,MALE,75
2013,MALE,55
2013,MALE,91
2012,MALE,82
2012,MALE,37
2013,MALE,57
2013,MALE,62
2014,MALE,38
2013,MALE,21
2012,MALE,76
2012,MALE,42
2013,MALE,43
2013,MALE,36
2014,FEMALE,13
2012,MALE,83
2013,FEMALE,68
2012,MALE,53
2013,FEMALE,30
2012,MALE,69
2014,FEMALE,38
2013,MALE,87
2013,FEMALE,75
2013,MALE,53
2012,FEMALE,55
2012,FEMALE,82
2013,MALE,57
2013,MALE,56
2014,MALE,94
2014,FEMALE,36
2014,FEMALE,42
2013,FEMALE,81
2013,FEMALE,42
2013,MALE,56
2014,MALE,59
2013,MALE,43
2014,FEMALE,57
2013,MALE,56
2012,MALE,55
2013,FEMALE,72
2013,MALE,49
2013,MALE,38
2013,FEMALE,73
2013,MALE,56
2013,FEMALE,29
2012,MALE,40
2012,FEMALE,55
2012,MALE,59
2014,FEMALE,41
2013,MALE,44
2013,MALE,57
2013,FEMALE,71
2013,MALE,7
2013,MALE,52
2013,MALE,40
2013,MALE,27
2012,MALE,97
2013,MALE,43
2014,MALE,56
2013,FEMALE,38
2014,MALE,97
2014,MALE,45
2012,MALE,62
2012,FEMALE,72
2012,MALE,91
2013,MALE,60
2012,MALE,94
2013,MALE,57
2013,MALE,43
2013,MALE,24
2014,FEMALE,85
2013,MALE,35
2012,MALE,42
2012,FEMALE,78
2013,MALE,55
2014,FEMALE,37
2014,MALE,81
2013,MALE,57
2013,MALE,53
2014,FEMALE,66
2013,MALE,19
2013,MALE,54
2013,FEMALE,53
2013,MALE,49
2013,MALE,56
2013,MALE,52
2013,MALE,56
2014,FEMALE,79
2013,MALE,8
2013,MALE,2
2013,MALE,14
2013,MALE,56
2013,MALE,44
2013,FEMALE,27
2013,FEMALE,75
2013,MALE,50
2013,MALE,43
2012,MALE,97
2012,FEMALE,10
2014,MALE,58
2013,MALE,10
2014,FEMALE,33
2014,FEMALE,37
2012,FEMALE,79
2014,MALE,31
2012,FEMALE,78
2014,MALE,98
2012,MALE,38
2013,FEMALE,76
2013,MALE,53
2013,FEMALE,41
2013,MALE,54
2012,MALE,98
2013,FEMALE,17
2013,MALE,49
2013,MALE,56
2012,FEMALE,20
2014,MALE,21
2013,MALE,50
2012,FEMALE,42
2013,MALE,34
2012,FEMALE,36
2012,FEMALE,41
2012,MALE,43
2013,MALE,52
2012,MALE,44
2013,MALE,51
2014,MALE,34
2012,FEMALE,32
2013,MALE,38
2013,MALE,42
2013,FEMALE,80
2014,MALE,54
2012,FEMALE,19
2014,FEMALE,84
2014,MALE,99
2013,MALE,42
2013,MALE,56
2013,MALE,24
2014,MALE,97
2012,FEMALE,26
2013,FEMALE,79
2013,MALE,46
2013,FEMALE,23
2013,MALE,50
2013,FEMALE,79
2012,MALE,92
2012,FEMALE,58
2013,MALE,13
2013,MALE,29
2012,FEMALE,30
2013,MALE,51
2013,FEMALE,11
2013,MALE,55
2014,MALE,91
2012,MALE,24
2012,MALE,44
2012,MALE,3
2014,FEMALE,39
2014,FEMALE,28
2012,FEMALE,42
2014,MALE,99
2012,FEMALE,81
2013,MALE,22
2013,MALE,100
2013,MALE,22
2012,FEMALE,47
2012,FEMALE,79
2014,FEMALE,85
2013,MALE,9
2012,FEMALE,30
2014,MALE,86
2012,MALE,8
2013,MALE,57
2013,MALE,24
2014,MALE,97
2013,FEMALE,78
2014,MALE,91
2013,FEMALE,77
2013,FEMALE,8
2014,FEMALE,84
2018,MALE,3
2013,MALE,52
2012,FEMALE,11
2013,MALE,95
2013,MALE,54
2012,FEMALE,64
2013,FEMALE,78
2014,FEMALE,70
2014,FEMALE,60
2012,MALE,80
2012,FEMALE,76
2013,MALE,1
2013,MALE,55
2013,MALE,45
2013,MALE,52
2013,MALE,49
2013,MALE,55
2013,FEMALE,82
2013,MALE,55
2012,FEMALE,79
2013,MALE,42
2012,FEMALE,82
2014,MALE,2
2013,MALE,55
2012,FEMALE,72
2013,MALE,92
2013,FEMALE,79
2013,MALE,28
2013,MALE,48
2014,MALE,51
2014,FEMALE,80
2012,MALE,80
2013,MALE,44
2013,MALE,26
2012,FEMALE,40
2013,MALE,48
2013,MALE,11
2014,MALE,23
2013,MALE,48
2013,FEMALE,74
2012,FEMALE,63
2012,MALE,25
2013,MALE,55
2014,FEMALE,54
2012,MALE,53
2014,FEMALE,71
2012,MALE,92
2012,FEMALE,16
2013,MALE,13
2014,FEMALE,32
2012,FEMALE,72
2013,MALE,55
2013,MALE,94
2012,FEMALE,34
2013,MALE,44
2013,FEMALE,42
2013,FEMALE,19
2013,FEMALE,69
2013,MALE,24
2012,MALE,49
2013,MALE,31
2013,MALE,48
2014,MALE,28
2012,MALE,92
2013,MALE,54
2013,MALE,23
2012,FEMALE,80
2013,MALE,52
2013,MALE,10
2013,MALE,39
2012,FEMALE,72
2014,FEMALE,34
2014,MALE,97
2013,FEMALE,78
2012,FEMALE,33
2014,MALE,28
2013,FEMALE,39
2013,MALE,51
2013,MALE,4
2013,MALE,12
2013,MALE,41
2013,MALE,43
2014,FEMALE,67
2012,FEMALE,59
2014,MALE,50
2013,MALE,57
2013,MALE,17
2013,FEMALE,82
2014,FEMALE,86
2013,FEMALE,57
2013,MALE,12
2012,FEMALE,77
2013,FEMALE,64
2014,MALE,52
2014,FEMALE,86
2013,FEMALE,61
2014,MALE,8
